UI_20150317_000122	{memo X}{s16}{b}ea
UI_20150317_000123	{memo X}{s16}{b}Lv.
UI_20150317_000124	{@st41b}ค้นหา{/}
UI_20150317_000125	{s16}{b}อัญเชิญ monster โดยคลิกปุ่มสร้าง หรือคลิกสองครั้ง
UI_20150317_000126	{memo X}{s16}{b}ea
UI_20150317_000127	{s16}{b}เลือกพื้นที่ที่ต้องการ
UI_20150317_000128	{s18}{b}ดู Minimap{/}
UI_20150317_000129	{@st41b}Tool List{/}
UI_20150317_000130	{@st59b}Collection {nl}{@st59s}- ซื้อ Collection Deck เข้าไปอยู่ในรายการ collection ของคุณ {nl} - Collection hotkey จะใช้งานได้เมื่อคุณใช้  Collection Deck{nl} {/}
UI_20150317_000131	{@st59}ปิดข้อมูล Collection{/}
UI_20150317_000132	{@st43}Collection{/}
UI_20150317_000133	{@st43}สี Spray{/}
UI_20150317_000134	{@st49}สี Spray{/}
UI_20150317_000135	{@st49}สี{/}
UI_20150317_000136	{@st49}เหลือ{/}
UI_20150317_000137	{@st49}แปรง{/}
UI_20150317_000138	{@st49}{a END_EDIT_SPRAY}วาด{/}{/}
UI_20150317_000139	{@st49}{a SAVE_EDIT_SPRAY}บันทึก{/}{/}
UI_20150317_000140	{@st49}{a LOAD_EDIT_SPRAY}นำเข้า{/}{/}
UI_20150317_000141	{@st49}ปิด{/}
UI_20150317_000142	{@st43} Companion Adoption
UI_20150317_000143	{@st59} ระบุชื่อสัตว์เลี้ยงใหม่ของท่าน{/}
UI_20150317_000144	{@st41b}ชื่อ{/}
UI_20150317_000145	{@st41b}ราคา %s{/}
UI_20150317_000146	{@st59}ปิดหน้าต่าง Companion Adoption{/}
UI_20150317_000147	{@st41b}รับเลี้ยง
UI_20150317_000148	{@st59}ยืนยันการรับเลี้ยง{/}
UI_20150317_000149	{@st43}ร้านค้าสัตว์เลี้ยง
UI_20150317_000150	{@st59}ปิดร้านค้าสัตย์เลี้ยง{/}
UI_20150317_000151	{@st43}ข้อมูลอื่นๆของตัวละคร{/}{@st42}
UI_20150317_000152	{@st59}ปิดหน้าต่างข้อมูลตัวละคร{/}
UI_20150317_000153	{@st41b}รายละเอียด
UI_20150317_000154	{@st41b}บันทึก
UI_20150317_000155	ชื่อทีม
UI_20150317_000156	ชื่อตัวละคร
UI_20150317_000157	Circle {#ffff00}%s{/} %s Lv. {#ffff00}%s{/}
UI_20150317_000158	Warrior
UI_20150317_000159	{memo X}ดัชนีการผจญภัย {#ffff00}%s{/} (Rank{#ffff00}%s{/}/%s)
UI_20150317_000160	ดัชนีการผจญภัย {#ffff00}%s{/} ({#ffff00}Unranked{/})
UI_20150317_000161	ความสำเร็จทั้งหมด : {#ffff00}%s{/}
UI_20150317_000162	ตั้งค่า
UI_20150317_000163	Clear the tab title to delete the tab.
UI_20150317_000164	{@st49}ทั้งหมด{/}
UI_20150317_000165	{@st49}ระบบ{/}
UI_20150317_000166	{@st49}ทั่วไป{/}
UI_20150317_000167	{@st49}ต่อสู้{/}
UI_20150317_000168	{@st49}ไอเท็ม{/}
UI_20150317_000169	{@st43}Credits{/}
UI_20150317_000170	{memo X}{@st43}การตั้งค่าล๊อกเป้าหมาย{/}
UI_20150317_000171	ชื่อ NPC
UI_20150317_000172	เปรียบเทียบ
UI_20150317_000173	Illustration
UI_20150317_000174	เลือกบทสนทนา
UI_20150317_000175	ข้อความช่วยเหลือ
UI_20150317_000176	{@st41}กำลังสร้างไอเท็ม{/}
UI_20150317_000177	{@st45tw2}สร้างไอเท็ม ...
UI_20150317_000178	%r วินาที
UI_20150317_000179	{@st41}ยกเลิก{/}
UI_20150317_000180	{@st45tw2}จำนวน{/}
UI_20150317_000181	{@st45tw2}คุณต้องการสร้างไอเท็มนี้หรือไม่?
UI_20150317_000182	{@st41}ยืนยัน{/}
UI_20150317_000183	รายละเอียดเควส
UI_20150317_000184	{@st59}ยกเลิการซื้อขาย{/}
UI_20150317_000185	{@st43}แลกเปลี่ยนส่นบุคคล{/}
UI_20150317_000186	รายชื่อเทรดของฉัน
UI_20150317_000187	Silver : %s
UI_20150317_000188	{memo X}Enter
UI_20150317_000189	{@st41}ยอมรับ
UI_20150317_000190	{@st41}ยืนยัน
UI_20150317_000191	ชื่อผู้เล่นอื่น ๆ (%s) รายชื่อการซื้อขาย
UI_20150317_000192	ชื่อผู้เล่นอื่น ๆ
UI_20150317_000193	{s18}{ol} {gr gradation1}Field Event{/}
UI_20150317_000194	{s20}{ol}เอาชนะชนเผ่า Vubbe! คุณต้องการที่จะเข้าร่วมรึไม่ ?
UI_20150317_000195	{s20}{ol}%s คุณต้องการที่จะเข้าร่วมรึไม่
UI_20150317_000196	{s20}{ol}ผู้เข้าร่วม : (1/5)
UI_20150317_000197	{s20}{ol}ผู้เข้าร่วม : (%s/%s)
UI_20150317_000198	{s20}{ol}เกมกำลังจะเริ่มต้นขึ้นภายใน 1 วินาที
UI_20150317_000199	{s20}{ol}เกมกำลังจะเริ่มต้นขึ้นภายใน %s วินาที
UI_20150317_000200	ไม่ต้องแสดง Events นี้อีกสำหรับวันนี้
UI_20150317_000201	ไม่ต้องแสดง Field Events
UI_20150317_000202	เข้าร่วม
UI_20150317_000203	เริ่มต้นเกมกับผู้เล่นคนอื่น
UI_20150317_000204	ปฏิเสธการเชิญ
UI_20150317_000205	Spray Presets
UI_20150317_000206	{@st49}เลือก{/}
UI_20150317_000207	{@st49}ยกเลิก{/}
UI_20150317_000208	{@st49}ลบ{/}
UI_20150317_000209	กรุณาใส่ชื่อเพื่อบันทึก.
UI_20150317_000210	{@st43}เพื่อน
UI_20150317_000211	{@st59}ปิดรายชื่อเพื่อน{/}
UI_20150317_000212	{@st59b}เพื่อน {nl}{@st59s} - Become friends with other players in the game. {nl} - You can check the status on your friends through the Friends List tab. {nl} - In the Manage tab, you can invite, decline or block your friends. {/}
UI_20150317_000213	{@st41b}เพื่อนที่ออนไลน์{/}
UI_20150317_000214	{@st41b}รายชื่อ
UI_20150317_000215	{@st41b}การจัดการ
UI_20150317_000216	{@st41b}ส่งคำขอเป็นเพื่อน
UI_20150317_000217	{@st41b}Block
UI_20150317_000218	{@st59}ค้นหา{/}
UI_20150317_000219	{@st44}Guild{/}
UI_20150317_000220	Guild
UI_20150317_000221	List
UI_20150317_000222	News
UI_20150317_000223	Guild Mission
UI_20150317_000224	Members Online
UI_20150317_000225	{@st44}Create Guild{/}
UI_20150317_000226	{@st42}สร้าง{/}
UI_20150317_000227	{@st42}ปิด{/}
UI_20150317_000228	{@st42}ทั้งหมด{/}
UI_20150317_000229	{@st42}Rankings ของวันนี้{/}
UI_20150317_000230	{@st42}Rankings ต่อสัปดาห์{/}
UI_20150317_000231	{@st56}Rank {/}
UI_20150317_000232	{@st56}คะแนน{/}
UI_20150317_000233	{@st56}Class{/}
UI_20150317_000234	{@st56}ชื่อ {/}
UI_20150317_000235	ก่อนหน้านี้
UI_20150317_000236	หน้าถัดไป
UI_20150317_000237	{@st42}Search ID{/}
UI_20150317_000238	ใส่ ID เพื่อค้นหา
UI_20150317_000239	ปิด Hall of Fame
UI_20150317_000240	ใส่ ID เพื่อค้นหา
UI_20150317_000241	{memo X}{@st59} Stamina {/}
UI_20150317_000242	{@st43}รายการช่วยเหลือ{/}
UI_20150317_000243	{@st59}ปิดหน้าต่างรายการช่วยเหลือ{/}
UI_20150317_000244	{@st59b}Help List{nl}{@st59s} - If you need help with something, you can always read the Help Topics. {nl} - Select a topic to view more information about it. {/}
UI_20150317_000245	{@st43}{s22}ช่วยเหลือ{/}
UI_20150317_000246	{@st47_b}{b}Help Topics{/}
UI_20150317_000247	{@st42b}Simple Help Contents{/}
UI_20150317_000248	{@st59}View details{/}
UI_20150317_000249	Please enter a quantity
UI_20150317_000250	{@st59}Enter the contents{/}
UI_20150317_000251	{@st41b}ยืนยัน
UI_20150317_000252	{@st59}ยืนยัน {/}
UI_20150317_000253	{@st41b}ปิด
UI_20150317_000254	{@st59}ยกเลิก {/}
UI_20150317_000255	{@st43}Warp{/}
UI_20150317_000256	{@st59}Close Warp Window{/}
UI_20150317_000257	{@st59b}Warp{nl}{@st59s} - Allows you to quickly travel to regions you have already visited. {nl} - Feature is activated when two or more warp points are available. {nl} {/}
UI_20150317_000258	{@st41}Current Location : %s{/}
UI_20150317_000259	{@st43}{s22}Warp{/}
UI_20150317_000260	{@st41b}Do you want to move to this area?{/}
UI_20150317_000261	What about Siauliai
UI_20150317_000262	Coin Consumed : 0
UI_20150317_000263	Intro
UI_20150317_000264	{@st43}กระเป๋า{/}
UI_20150317_000265	{@st59}ปิดกน้าต่างกระเป๋า{/}
UI_20150317_000266	{memo X}{@st59b}Equipment {nl} {@st59s}- Hairstyle/Costume: Equipment to change a characters appearance. {nl} - Weapon: Can equip one-handed or two-handed weapons {nl} (sub-weapon/shield can be equipped with a one-handed weapon) {nl} - Armor: Top, Pants, Gloves, Shoes. {nl} - Accessories: Can equip 1 Necklace and 2 Bracelets. {nl} {/}
UI_20150317_000267	{@st59}Hairstyle Costume 1{/}
UI_20150317_000268	{@st59}Hairstyle Costume 2{/}
UI_20150317_000269	{@st59}Necklace{/}
UI_20150317_000270	{@st59}คอสตูม{/}
UI_20150317_000271	{@st59}ส่วนบน{/}
UI_20150317_000272	{@st59}ถุงมือ{/}
UI_20150317_000273	{@st59}กางเกง{/}
UI_20150317_000274	{@st59}รองเท้า{/}
UI_20150317_000275	{@st59}มือซ้าย{/}
UI_20150317_000276	{@st59}มือขวา{/}
UI_20150317_000277	{@st59}กำไล 1{/}
UI_20150317_000278	{@st59}กำไล 2{/}
UI_20150317_000279	{@st59}สายรัดข้อมือ{/}
UI_20150317_000280	{@st59}ค้นหา{/}
UI_20150317_000281	น้ำหนัก
UI_20150317_000282	{memo X}{@st43}Equipment Buff{/}
UI_20150317_000283	{@st59}ปิดหน้าต่างซ่อมแซม Item{/}
UI_20150317_000284	{memo X}{@st42}Available for Buff
UI_20150317_000285	{memo X}{@st42}ชุดแฟชั่น{/}
UI_20150317_000286	{memo X}{@st42}Run
UI_20150317_000287	{memo X}{@st42}Target Item{/}
UI_20150317_000288	{@st59}แหวน 1{/}
UI_20150317_000289	{@st43}Item Crafting{/}
UI_20150317_000290	{@st42b}แสดงเฉพาะไอเท็มที่สร้างได้{/}
UI_20150317_000291	{@st59}Close Item Crafting {/}
UI_20150317_000292	{@st43}{s22}แยก Item
UI_20150317_000293	{@st59}ใส่จำนวนที่ต้องการ{/}
UI_20150317_000294	แถบ HP ของ Monster
UI_20150317_000295	{@st44}Item Set acquired{/}
UI_20150317_000296	Keyboard Warrior
UI_20150317_000297	จำนวนที่ฆ่า
UI_20150317_000298	99 นาที 99 วินาที
UI_20150317_000299	38000 คะแนน
UI_20150317_000300	Enhanced Speed Potion
UI_20150317_000301	{@st41}ยืนยัน{/}
UI_20150317_000302	{@st59b} บันทึกการผจญภัย {nl}{@st59s}- ความคืบหน้าในเกมส์ของท่านจะถูกบันทึกอยู่ในบันทึกการผจญภัย {nl} - You can progress your Adventure Index through contents such as: obtaining items, hunting monsters, crafting and map exploration.{nl}    Adventure Index : The total of all your indexes. {nl}    Growth : 5 points per character level and class level {nl}    Items : Equipment : grade X 10 points, Books : 10 points, Others : 1 point {nl}    Monsters : 10 points per monster (50 points for Boss Monsters) {nl}    Maps : 1 point per 10% explored {nl}    Quests : 1 point per quest {nl}    Achievements : Varies by achievement {nl}    Crafting : 10 points {nl}    Collection : 5 points for a deck and 45 points when it is completed {nl} - You can receive special rewards from an NPC in town depending on your Adventure Index. {/}
UI_20150317_000303	{@sti7}{s22}{ds}Achievements{/}
UI_20150317_000304	{@st42b}{#22FF22} 10% แรก / %s คะแนน{/}
UI_20150317_000305	{@st42b} คะแนนเฉลี่ย / %s คะแนน {/}
UI_20150317_000306	Rank 1 / %s คะแนน
UI_20150317_000307	Rank %s
UI_20150317_000308	%s คะแนน
UI_20150317_000309	Profession
UI_20150317_000310	Team
UI_20150317_000311	{@st59}ปิดบันทึกการผจญภัย{/}
UI_20150317_000312	{@st43}จัดอันดับบันทึกการผจญภัย{/}
UI_20150317_000313	{@st43}{s22}ลำดับที่   
UI_20150317_000314	{@st43}{s22}ชื่อ
UI_20150317_000315	{@st43}{s22}คะแนน
UI_20150317_000316	{@st41}รายละเอียด{/}
UI_20150317_000317	{@st43}Start Crafting{/}
UI_20150317_000318	{@st59}Start item crafting.{/}
UI_20150317_000319	{@st44}Keypad{/}
UI_20150317_000320	{@st42}Time limit
UI_20150317_000321	{@st56}ฆ่า{/}
UI_20150317_000322	{@st56}Overkill{/}
UI_20150317_000323	{@st56}Shot{/}
UI_20150317_000324	{@st56}ตาย{/}
UI_20150317_000325	Spell Power
UI_20150317_000326	พลังป้องกัน
UI_20150317_000327	พลังป้องกันเวทย์
UI_20150317_000328	Critical Rate
UI_20150317_000329	{@st43}Socket{/}
UI_20150317_000330	{@st59}Close the Socket Management{/}
UI_20150317_000331	กรุณาใส่ Item ที่ต้องการ
UI_20150317_000332	Potential
UI_20150317_000333	{memo X}Additional socket cost : {#ff9933}%s{/}{nl}Gem extraction cost : {#ff9933}%s{/}
UI_20150317_000334	{@st41b}Add Socket
UI_20150317_000335	{@st41b}Extract Gem
UI_20150317_000336	{@st41}Craft{/}
UI_20150317_000337	{@st41}%s %s ea
UI_20150317_000338	Area Map
UI_20150317_000339	{memo X}Area Explored : 95.5%
UI_20150317_000340	{memo X}{@st45tw}Area Explored %s% {/}
UI_20150317_000341	{@st59}ปิดหน้าต่างแผนที่ (M){/}
UI_20150317_000342	{@st41}แผนที่{/}
UI_20150317_000343	Shift(clear), Ctrl(mid fill)
UI_20150317_000344	{ol}หัวข้อ
UI_20150317_000345	{@st41}เพิ่ม{/}
UI_20150317_000346	{@st41}ลบ{/}
UI_20150317_000347	{@st41}บันทึก{/}
UI_20150317_000348	{@st41}อัตโนมัติ{/}
UI_20150317_000349	{@st41}Reset{/}
UI_20150317_000350	{@st59}Set quantity.{/}
UI_20150317_000351	{ol}Group
UI_20150317_000352	{ol}ข้อความ
UI_20150317_000353	{ol}Sound
UI_20150317_000354	{@st41}Create Minimap{/}
UI_20150317_000355	{@st55}Area Map
UI_20150317_000356	{@st43}{s22}Market{/}
UI_20150317_000357	{@st43}{s24}Market{/}
UI_20150317_000358	{@st42b}Filter{/}
UI_20150317_000359	{@st42b}ประเภท{/}
UI_20150317_000360	{@st42b}Req. Lv{/}
UI_20150317_000361	{@st42b}Enhance Lv{/}
UI_20150317_000362	{@st42b}ชื่อ
UI_20150317_000363	{@st41b}กล่องไอเท็ม%s
UI_20150317_000364	{@st41b}ขาย
UI_20150317_000365	{@st41b}ค้นหา
UI_20150317_000366	{@st59}Close the Market window{/}
UI_20150317_000367	{@st42b}จัดเรียง
UI_20150317_000368	{@st41b}ไอเท็มสำหรับขาย
UI_20150317_000369	{@st43}{s22}กล่องไอเท็ม
UI_20150317_000370	{@st41b}รับไอเท็มทั้งหมด
UI_20150317_000371	{@st41b} กล่องไอเท็ม
UI_20150317_000372	{@st43}{s22}ขาย
UI_20150317_000373	{@st42b}จำนวน
UI_20150317_000374	{@st42b}ราคา
UI_20150317_000375	{@st42b}ซ่อนชื่อผู้ขาย{/}
UI_20150317_000376	{@st41b}เพิ่ม
UI_20150317_000377	Siege Coin
UI_20150317_000378	Someone killed someone
UI_20150317_000379	{@st43}Minigames{/}
UI_20150317_000380	{@st49}Fire Catapult{/}
UI_20150317_000381	{@st44}Control directions{/}
UI_20150317_000382	{@st44}Fire{/}
UI_20150317_000383	Minigame
UI_20150317_000384	{s18}{ol}{gr gradation1}Hide and seek minigame{/}
UI_20150317_000385	{s16}Would you like to join the mini-game?
UI_20150317_000386	{s16}Participants : (0/5)
UI_20150317_000387	{s16}Participants : (%s /%s)
UI_20150317_000388	{s16}The game starts after 1 second.
UI_20150317_000389	{s16}The game starts after %s seconds.
UI_20150317_000390	{@st59}Zoom in{/}
UI_20150317_000391	{@st59}Zoom out{/}
UI_20150317_000392	{@st59}Map (M){/}
UI_20150317_000393	{@st42b} Area Map
UI_20150317_000394	{@st44}Item Synthesizer{/}
UI_20150317_000395	{s16}{#FFcc66}{ol}Please select the item you want to create{/}{/}
UI_20150317_000396	{s16}{#FFcc66}{ol}Drag the ingredients to the slots
UI_20150317_000397	{@st42}Create{/}
UI_20150317_000398	{@st42} ยกเลิก {/}
UI_20150317_000399	Information of %s
UI_20150317_000400	Kepa or ...
UI_20150317_000401	{@st41}{Details}
UI_20150317_000402	{s20}{#050505}Monster Description Monster Description Monster Description Monster Description
UI_20150317_000403	{@st41} Kill {/}
UI_20150317_000404	{@st41} Overkill {/}
UI_20150317_000405	{@st41} Normal Kill {/}
UI_20150317_000406	{@st41} Area {/}
UI_20150317_000407	{@st41} Item {/}
UI_20150317_000408	{@st41} ความสำเร็จ {/}
UI_20150317_000409	Object
UI_20150317_000410	{@st43}Necronomicon{/}
UI_20150317_000411	{@st59}Close Necronomicon UI{/}
UI_20150317_000412	{memo X}{@st59}I am too lazy to think.{/}
UI_20150317_000413	Summoned Creature : {#ffcc33}%s{/}
UI_20150317_000414	{memo X}Undead Harpy
UI_20150317_000415	{memo X}Skill : %s
UI_20150317_000416	{memo X}Skill 1, Skill 2
UI_20150317_000417	{memo X}Fragments needed : %s
UI_20150317_000418	{memo X}Beast 60 / Insect 20/ Mutant 10
UI_20150317_000419	Number of Fragments
UI_20150317_000420	{memo X}Parts 1
UI_20150317_000421	{memo X}Parts 2
UI_20150317_000422	{memo X}Parts 3
UI_20150317_000423	ยินดีด้วย! Level ของคุณเพิ่มขึ้นแล้ว.
UI_20150317_000424	Item Alarm
UI_20150317_000425	{@st64}Details{/}
UI_20150317_000426	วิธีการเล่น
UI_20150317_000427	{@st42b}          บังคับตัวละครด้วยปุ่ม{/}
UI_20150317_000428	{@st42b}         โจมตีปกติ{/}
UI_20150317_000429	{@st42b}                กระโดด{/}
UI_20150317_000430	{@st42b}     ใช้สองปุ่มร่วมกันเพื่อนเคลื่อนที่แนวเฉียง{/}
UI_20150317_000431	Fog Map Tool
UI_20150317_000432	Tool for killing monsters
UI_20150317_000433	Tool for making minimap
UI_20150317_000434	Dialogue tool
UI_20150317_000435	{@st43}ตั้งค่า GM{/}
UI_20150317_000436	{@st59}ปิดหน้าต่างรายละเอียดปาร์ตี้{/}
UI_20150317_000437	{@st59b}Party Information{nl}{@st59s} - Click on the "Create Party" button at the bottom to create a party. {nl} - Right-click on other players to send a party invite. {nl} - Changes can be made to the party through the Settings tab. {nl} - Set up specific conditions to search for party members from the Public Party list. {/}
UI_20150317_000438	{@st43}รายละเอียดปาร์ตี้{/}
UI_20150317_000439	{@st41b}สมาชิก{/}
UI_20150317_000440	{@st41b}กิจกรรมปาร์ตี้ {/}
UI_20150317_000441	{@st41b}ตั้งค่า{/}
UI_20150317_000442	{memo X}{@st41}สมาชิก{/}
UI_20150317_000443	{memo X}{@st41}เงื่อนไขการเข้าร่วมปาร์ตี้
UI_20150317_000444	{memo X}{@st41b}สาธารณะ
UI_20150317_000445	{memo X}{@st41b}ลับ
UI_20150317_000446	{memo X}ต้องการ Level ~
UI_20150317_000447	{memo X}{@st41}การแบ่ง Item
UI_20150317_000448	{memo X}{@st41b}แบ่งตามบุคคล
UI_20150317_000449	{memo X}{@st41b}แบ่งเท่ากัน
UI_20150317_000450	{memo X}{@st41b}สุ่ม
UI_20150317_000451	{memo X}{@st41}การแบ่ง EXP
UI_20150317_000452	{memo X}{@st41b}แบ่งตามบุคคล
UI_20150317_000453	{memo X}{@st41b}แบ่งเท่ากัน
UI_20150317_000454	{memo X}{@st41b}แบ่งตาม Level 
UI_20150317_000455	{memo X}{@st41}การแบ่ง Quest
UI_20150317_000456	{memo X}{@st41b}เปิด
UI_20150317_000457	{memo X}{@st41b}ปิด
UI_20150317_000458	{@st41b}สร้างปาร์ตี้
UI_20150317_000459	{@st43}รายการปาร์ตี้สาธาณะ {/}
